First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team,Country,Age
Donna,Female,11/26/1982,7:04 AM,82871,17.999,FALSE,Marketing,england,15
Gloria,Female,12-08-2014,5:08 AM,136709,10.331,TRUE,Finance,south africa,18
Alice,Female,10-05-2004,9:34 AM,47638,11.209,FALSE,Human Resources,brazil,19
Justin,,02-10-1991,4:58 PM,38344,3.794,FALSE,Legal,united state,25
Robin,Female,7/24/1987,1:35 PM,100765,10.982,TRUE,Client Services,India,17
Rose,Female,8/25/2002,5:12 AM,134505,11.051,TRUE,Marketing,Pakistan,16
Anthony,Male,10/16/2011,8:35 AM,112769,11.625,TRUE,Finance,china,21
Tina,Female,5/15/1997,3:53 PM,56450,19.04,TRUE,Engineering,us,24
George,Male,6/21/2013,5:47 PM,98874,4.479,TRUE,Marketing,america,24
Henry,,11/23/2014,6:09 AM,132483,16.655,FALSE,Distribution,westindies,15
Phillip,Male,1/31/1984,6:30 AM,42392,19.675,FALSE,Finance,england,24
Russell,Male,5/20/2013,12:39 PM,96914,1.421,FALSE,Product,south africa,22
Larry,Male,4/20/2013,4:45 PM,60500,11.985,FALSE,Business Development,brazil,22
Albert,Male,5/15/2012,6:24 PM,129949,10.169,TRUE,Sales,united state,20
